geometry_id,mesh_id,clscale,clmax,mesh_filepath
spheroid_rx_8.412_rz_8.131,spheroid_rx_8.412_rz_8.131_NTheta_0,,,
spheroid_rx_0.736_rz_6.493,spheroid_rx_0.736_rz_6.493_NTheta_0,,,
spheroid_rx_5.828_rz_3.118,spheroid_rx_5.828_rz_3.118_NTheta_0,,,
spheroid_rx_3.893_rz_3.849,spheroid_rx_3.893_rz_3.849_NTheta_0,,,
spheroid_rx_2.258_rz_2.737,spheroid_rx_2.258_rz_2.737_NTheta_0,,,
spheroid_rx_2.634_rz_1.479,spheroid_rx_2.634_rz_1.479_NTheta_0,,,
spheroid_rx_9.408_rz_8.332,spheroid_rx_9.408_rz_8.332_NTheta_0,,,
spheroid_rx_0.718_rz_2.436,spheroid_rx_0.718_rz_2.436_NTheta_0,,,
spheroid_rx_2.773_rz_3.061,spheroid_rx_2.773_rz_3.061_NTheta_0,,,
spheroid_rx_6.701_rz_8.616,spheroid_rx_6.701_rz_8.616_NTheta_0,,,
spheroid_rx_9.515_rz_2.593,spheroid_rx_9.515_rz_2.593_NTheta_0,,,
spheroid_rx_1.433_rz_3.716,spheroid_rx_1.433_rz_3.716_NTheta_0,,,
spheroid_rx_3.824_rz_1.894,spheroid_rx_3.824_rz_1.894_NTheta_0,,,
spheroid_rx_2.902_rz_7.022,spheroid_rx_2.902_rz_7.022_NTheta_0,,,
spheroid_rx_7.959_rz_2.861,spheroid_rx_7.959_rz_2.861_NTheta_0,,,
spheroid_rx_1.548_rz_3.687,spheroid_rx_1.548_rz_3.687_NTheta_0,,,
spheroid_rx_0.967_rz_3.522,spheroid_rx_0.967_rz_3.522_NTheta_0,,,
spheroid_rx_3.944_rz_1.629,spheroid_rx_3.944_rz_1.629_NTheta_0,,,
spheroid_rx_8.631_rz_1.285,spheroid_rx_8.631_rz_1.285_NTheta_0,,,
spheroid_rx_2.047_rz_7.736,spheroid_rx_2.047_rz_7.736_NTheta_0,,,
spheroid_rx_8.047_rz_5.238,spheroid_rx_8.047_rz_5.238_NTheta_0,,,
spheroid_rx_8.99_rz_5.11,spheroid_rx_8.99_rz_5.11_NTheta_0,,,
spheroid_rx_6.684_rz_5.451,spheroid_rx_6.684_rz_5.451_NTheta_0,,,
spheroid_rx_1.216_rz_5.67,spheroid_rx_1.216_rz_5.67_NTheta_0,,,
spheroid_rx_8.175_rz_0.333,spheroid_rx_8.175_rz_0.333_NTheta_0,,,
spheroid_rx_5.07_rz_8.671,spheroid_rx_5.07_rz_8.671_NTheta_0,,,
spheroid_rx_8.754_rz_0.692,spheroid_rx_8.754_rz_0.692_NTheta_0,,,
spheroid_rx_4.603_rz_8.927,spheroid_rx_4.603_rz_8.927_NTheta_0,,,
spheroid_rx_6.606_rz_8.225,spheroid_rx_6.606_rz_8.225_NTheta_0,,,
spheroid_rx_5.7_rz_9.185,spheroid_rx_5.7_rz_9.185_NTheta_0,,,
spheroid_rx_8.923_rz_4.282,spheroid_rx_8.923_rz_4.282_NTheta_0,,,
spheroid_rx_0.675_rz_5.549,spheroid_rx_0.675_rz_5.549_NTheta_0,,,
spheroid_rx_0.957_rz_7.155,spheroid_rx_0.957_rz_7.155_NTheta_0,,,
spheroid_rx_8.62_rz_7.634,spheroid_rx_8.62_rz_7.634_NTheta_0,,,
spheroid_rx_6.348_rz_7.848,spheroid_rx_6.348_rz_7.848_NTheta_0,,,
spheroid_rx_8.095_rz_0.108,spheroid_rx_8.095_rz_0.108_NTheta_0,,,
spheroid_rx_6.896_rz_3.611,spheroid_rx_6.896_rz_3.611_NTheta_0,,,
spheroid_rx_4.098_rz_7.433,spheroid_rx_4.098_rz_7.433_NTheta_0,,,
spheroid_rx_4.092_rz_8.196,spheroid_rx_4.092_rz_8.196_NTheta_0,,,
spheroid_rx_6.85_rz_0.244,spheroid_rx_6.85_rz_0.244_NTheta_0,,,
spheroid_rx_0.071_rz_6.166,spheroid_rx_0.071_rz_6.166_NTheta_0,,,
spheroid_rx_7.312_rz_3.952,spheroid_rx_7.312_rz_3.952_NTheta_0,,,
spheroid_rx_2.51_rz_6.971,spheroid_rx_2.51_rz_6.971_NTheta_0,,,
spheroid_rx_4.418_rz_8.173,spheroid_rx_4.418_rz_8.173_NTheta_0,,,
spheroid_rx_8.89_rz_4.84,spheroid_rx_8.89_rz_4.84_NTheta_0,,,
spheroid_rx_7.612_rz_1.73,spheroid_rx_7.612_rz_1.73_NTheta_0,,,
spheroid_rx_7.299_rz_6.384,spheroid_rx_7.299_rz_6.384_NTheta_0,,,
spheroid_rx_5.483_rz_7.263,spheroid_rx_5.483_rz_7.263_NTheta_0,,,
spheroid_rx_5.544_rz_7.865,spheroid_rx_5.544_rz_7.865_NTheta_0,,,
spheroid_rx_3.694_rz_2.23,spheroid_rx_3.694_rz_2.23_NTheta_0,,,
spheroid_rx_1.028_rz_8.195,spheroid_rx_1.028_rz_8.195_NTheta_0,,,
spheroid_rx_9.291_rz_1.901,spheroid_rx_9.291_rz_1.901_NTheta_0,,,
spheroid_rx_7.906_rz_0.187,spheroid_rx_7.906_rz_0.187_NTheta_0,,,
spheroid_rx_9.444_rz_4.697,spheroid_rx_9.444_rz_4.697_NTheta_0,,,
spheroid_rx_7.74_rz_4.238,spheroid_rx_7.74_rz_4.238_NTheta_0,,,
spheroid_rx_8.843_rz_6.995,spheroid_rx_8.843_rz_6.995_NTheta_0,,,
spheroid_rx_0.386_rz_6.79,spheroid_rx_0.386_rz_6.79_NTheta_0,,,
spheroid_rx_8.156_rz_8.077,spheroid_rx_8.156_rz_8.077_NTheta_0,,,
spheroid_rx_0.01_rz_0.01,spheroid_rx_0.01_rz_0.01_NTheta_0,,,
spheroid_rx_0.011_rz_0.01,spheroid_rx_0.011_rz_0.01_NTheta_0,,,
spheroid_rx_0.01_rz_0.011,spheroid_rx_0.01_rz_0.011_NTheta_0,,,
spheroid_rx_0.036_rz_0.02,spheroid_rx_0.036_rz_0.02_NTheta_0,,,
spheroid_rx_0.029_rz_0.03,spheroid_rx_0.029_rz_0.03_NTheta_0,,,
spheroid_rx_0.029_rz_0.027,spheroid_rx_0.029_rz_0.027_NTheta_0,,,
spheroid_rx_0.033_rz_0.025,spheroid_rx_0.033_rz_0.025_NTheta_0,,,
spheroid_rx_0.037_rz_0.028,spheroid_rx_0.037_rz_0.028_NTheta_0,,,
spheroid_rx_0.014_rz_0.023,spheroid_rx_0.014_rz_0.023_NTheta_0,,,
spheroid_rx_0.027_rz_0.038,spheroid_rx_0.027_rz_0.038_NTheta_0,,,
spheroid_rx_0.037_rz_0.018,spheroid_rx_0.037_rz_0.018_NTheta_0,,,
spheroid_rx_0.021_rz_0.027,spheroid_rx_0.021_rz_0.027_NTheta_0,,,
spheroid_rx_0.012_rz_0.035,spheroid_rx_0.012_rz_0.035_NTheta_0,,,
spheroid_rx_0.026_rz_0.034,spheroid_rx_0.026_rz_0.034_NTheta_0,,,
spheroid_rx_0.024_rz_0.029,spheroid_rx_0.024_rz_0.029_NTheta_0,,,
spheroid_rx_0.035_rz_0.014,spheroid_rx_0.035_rz_0.014_NTheta_0,,,
spheroid_rx_0.012_rz_0.032,spheroid_rx_0.012_rz_0.032_NTheta_0,,,
spheroid_rx_0.026_rz_0.023,spheroid_rx_0.026_rz_0.023_NTheta_0,,,
spheroid_rx_0.024_rz_0.014,spheroid_rx_0.024_rz_0.014_NTheta_0,,,
spheroid_rx_0.034_rz_0.026,spheroid_rx_0.034_rz_0.026_NTheta_0,,,
spheroid_rx_0.019_rz_0.037,spheroid_rx_0.019_rz_0.037_NTheta_0,,,
spheroid_rx_0.028_rz_0.028,spheroid_rx_0.028_rz_0.028_NTheta_0,,,
spheroid_rx_0.016_rz_0.014,spheroid_rx_0.016_rz_0.014_NTheta_0,,,
spheroid_rx_0.036_rz_0.027,spheroid_rx_0.036_rz_0.027_NTheta_0,,,
spheroid_rx_0.037_rz_0.024,spheroid_rx_0.037_rz_0.024_NTheta_0,,,
spheroid_rx_0.027_rz_0.026,spheroid_rx_0.027_rz_0.026_NTheta_0,,,
spheroid_rx_0.027_rz_0.031,spheroid_rx_0.027_rz_0.031_NTheta_0,,,
spheroid_rx_0.027_rz_0.016,spheroid_rx_0.027_rz_0.016_NTheta_0,,,
spheroid_rx_0.029_rz_0.012,spheroid_rx_0.029_rz_0.012_NTheta_0,,,
spheroid_rx_0.03_rz_0.016,spheroid_rx_0.03_rz_0.016_NTheta_0,,,
spheroid_rx_0.039_rz_0.03,spheroid_rx_0.039_rz_0.03_NTheta_0,,,
spheroid_rx_0.017_rz_0.018,spheroid_rx_0.017_rz_0.018_NTheta_0,,,
spheroid_rx_0.026_rz_0.018,spheroid_rx_0.026_rz_0.018_NTheta_0,,,
spheroid_rx_0.034_rz_0.025,spheroid_rx_0.034_rz_0.025_NTheta_0,,,
spheroid_rx_0.02_rz_0.013,spheroid_rx_0.02_rz_0.013_NTheta_0,,,
spheroid_rx_0.02_rz_0.023,spheroid_rx_0.02_rz_0.023_NTheta_0,,,
spheroid_rx_0.019_rz_0.018,spheroid_rx_0.019_rz_0.018_NTheta_0,,,
spheroid_rx_0.025_rz_0.032,spheroid_rx_0.025_rz_0.032_NTheta_0,,,
spheroid_rx_0.034_rz_0.028,spheroid_rx_0.034_rz_0.028_NTheta_0,,,
spheroid_rx_0.039_rz_0.033,spheroid_rx_0.039_rz_0.033_NTheta_0,,,
spheroid_rx_0.026_rz_0.04,spheroid_rx_0.026_rz_0.04_NTheta_0,,,
spheroid_rx_0.025_rz_0.018,spheroid_rx_0.025_rz_0.018_NTheta_0,,,
spheroid_rx_0.017_rz_0.027,spheroid_rx_0.017_rz_0.027_NTheta_0,,,
spheroid_rx_0.033_rz_0.028,spheroid_rx_0.033_rz_0.028_NTheta_0,,,
spheroid_rx_0.022_rz_0.017,spheroid_rx_0.022_rz_0.017_NTheta_0,,,
spheroid_rx_0.015_rz_0.017,spheroid_rx_0.015_rz_0.017_NTheta_0,,,
spheroid_rx_0.021_rz_0.026,spheroid_rx_0.021_rz_0.026_NTheta_0,,,
spheroid_rx_0.025_rz_0.015,spheroid_rx_0.025_rz_0.015_NTheta_0,,,
spheroid_rx_0.011_rz_0.029,spheroid_rx_0.011_rz_0.029_NTheta_0,,,
spheroid_rx_0.015_rz_0.029,spheroid_rx_0.015_rz_0.029_NTheta_0,,,
spheroid_rx_0.02_rz_0.027,spheroid_rx_0.02_rz_0.027_NTheta_0,,,
spheroid_rx_0.036_rz_0.031,spheroid_rx_0.036_rz_0.031_NTheta_0,,,
spheroid_rx_0.035_rz_0.034,spheroid_rx_0.035_rz_0.034_NTheta_0,,,
spheroid_rx_0.038_rz_0.016,spheroid_rx_0.038_rz_0.016_NTheta_0,,,
spheroid_rx_0.023_rz_0.012,spheroid_rx_0.023_rz_0.012_NTheta_0,,,
spheroid_rx_0.031_rz_0.027,spheroid_rx_0.031_rz_0.027_NTheta_0,,,
spheroid_rx_0.016_rz_0.027,spheroid_rx_0.016_rz_0.027_NTheta_0,,,
spheroid_rx_0.013_rz_0.027,spheroid_rx_0.013_rz_0.027_NTheta_0,,,
spheroid_rx_0.027_rz_0.015,spheroid_rx_0.027_rz_0.015_NTheta_0,,,
spheroid_rx_0.035_rz_0.039,spheroid_rx_0.035_rz_0.039_NTheta_0,,,
spheroid_rx_0.039_rz_0.019,spheroid_rx_0.039_rz_0.019_NTheta_0,,,
spheroid_rx_0.02_rz_0.03,spheroid_rx_0.02_rz_0.03_NTheta_0,,,
spheroid_rx_0.028_rz_0.027,spheroid_rx_0.028_rz_0.027_NTheta_0,,,
spheroid_rx_0.038_rz_0.026,spheroid_rx_0.038_rz_0.026_NTheta_0,,,
spheroid_rx_0.03_rz_0.02,spheroid_rx_0.03_rz_0.02_NTheta_0,,,
spheroid_rx_0.021_rz_0.023,spheroid_rx_0.021_rz_0.023_NTheta_0,,,
spheroid_rx_0.021_rz_0.035,spheroid_rx_0.021_rz_0.035_NTheta_0,,,
spheroid_rx_0.028_rz_0.02,spheroid_rx_0.028_rz_0.02_NTheta_0,,,
spheroid_rx_0.037_rz_0.023,spheroid_rx_0.037_rz_0.023_NTheta_0,,,
spheroid_rx_0.023_rz_0.023,spheroid_rx_0.023_rz_0.023_NTheta_0,,,
spheroid_rx_0.026_rz_0.031,spheroid_rx_0.026_rz_0.031_NTheta_0,,,
spheroid_rx_0.025_rz_0.03,spheroid_rx_0.025_rz_0.03_NTheta_0,,,
spheroid_rx_0.011_rz_0.019,spheroid_rx_0.011_rz_0.019_NTheta_0,,,
spheroid_rx_0.026_rz_0.039,spheroid_rx_0.026_rz_0.039_NTheta_0,,,
spheroid_rx_0.037_rz_0.035,spheroid_rx_0.037_rz_0.035_NTheta_0,,,
spheroid_rx_0.011_rz_0.021,spheroid_rx_0.011_rz_0.021_NTheta_0,,,
spheroid_rx_0.012_rz_0.029,spheroid_rx_0.012_rz_0.029_NTheta_0,,,
spheroid_rx_0.037_rz_0.033,spheroid_rx_0.037_rz_0.033_NTheta_0,,,
spheroid_rx_0.023_rz_0.02,spheroid_rx_0.023_rz_0.02_NTheta_0,,,
spheroid_rx_0.016_rz_0.039,spheroid_rx_0.016_rz_0.039_NTheta_0,,,
spheroid_rx_0.016_rz_0.026,spheroid_rx_0.016_rz_0.026_NTheta_0,,,
spheroid_rx_0.019_rz_0.013,spheroid_rx_0.019_rz_0.013_NTheta_0,,,
spheroid_rx_0.02_rz_0.036,spheroid_rx_0.02_rz_0.036_NTheta_0,,,
spheroid_rx_0.024_rz_0.026,spheroid_rx_0.024_rz_0.026_NTheta_0,,,
spheroid_rx_0.019_rz_0.012,spheroid_rx_0.019_rz_0.012_NTheta_0,,,
spheroid_rx_0.024_rz_0.013,spheroid_rx_0.024_rz_0.013_NTheta_0,,,
spheroid_rx_0.024_rz_0.025,spheroid_rx_0.024_rz_0.025_NTheta_0,,,
spheroid_rx_0.032_rz_0.039,spheroid_rx_0.032_rz_0.039_NTheta_0,,,
spheroid_rx_0.038_rz_0.04,spheroid_rx_0.038_rz_0.04_NTheta_0,,,
spheroid_rx_0.026_rz_0.015,spheroid_rx_0.026_rz_0.015_NTheta_0,,,
spheroid_rx_0.014_rz_0.029,spheroid_rx_0.014_rz_0.029_NTheta_0,,,
spheroid_rx_0.035_rz_0.026,spheroid_rx_0.035_rz_0.026_NTheta_0,,,
spheroid_rx_0.018_rz_0.014,spheroid_rx_0.018_rz_0.014_NTheta_0,,,
spheroid_rx_0.03_rz_0.033,spheroid_rx_0.03_rz_0.033_NTheta_0,,,
spheroid_rx_0.025_rz_0.012,spheroid_rx_0.025_rz_0.012_NTheta_0,,,
spheroid_rx_0.021_rz_0.02,spheroid_rx_0.021_rz_0.02_NTheta_0,,,
spheroid_rx_0.022_rz_0.029,spheroid_rx_0.022_rz_0.029_NTheta_0,,,
spheroid_rx_0.03_rz_0.036,spheroid_rx_0.03_rz_0.036_NTheta_0,,,
spheroid_rx_0.03_rz_0.039,spheroid_rx_0.03_rz_0.039_NTheta_0,,,
spheroid_rx_0.031_rz_0.032,spheroid_rx_0.031_rz_0.032_NTheta_0,,,
spheroid_rx_0.038_rz_0.027,spheroid_rx_0.038_rz_0.027_NTheta_0,,,
spheroid_rx_0.015_rz_0.033,spheroid_rx_0.015_rz_0.033_NTheta_0,,,
spheroid_rx_8.499_rz_9.465,spheroid_rx_8.499_rz_9.465_NTheta_0,,,
spheroid_rx_9.535_rz_8.721,spheroid_rx_9.535_rz_8.721_NTheta_0,,,
spheroid_rx_3.534_rz_3.623,spheroid_rx_3.534_rz_3.623_NTheta_0,,,
spheroid_rx_7.129_rz_6.067,spheroid_rx_7.129_rz_6.067_NTheta_0,,,
spheroid_rx_4.946_rz_9.548,spheroid_rx_4.946_rz_9.548_NTheta_0,,,
spheroid_rx_2.235_rz_1.855,spheroid_rx_2.235_rz_1.855_NTheta_0,,,
spheroid_rx_1.768_rz_6.836,spheroid_rx_1.768_rz_6.836_NTheta_0,,,
spheroid_rx_2.457_rz_2.147,spheroid_rx_2.457_rz_2.147_NTheta_0,,,
spheroid_rx_0.039_rz_7.009,spheroid_rx_0.039_rz_7.009_NTheta_0,,,
spheroid_rx_6.955_rz_8.178,spheroid_rx_6.955_rz_8.178_NTheta_0,,,
spheroid_rx_2.651_rz_8.18,spheroid_rx_2.651_rz_8.18_NTheta_0,,,
spheroid_rx_1.272_rz_0.999,spheroid_rx_1.272_rz_0.999_NTheta_0,,,
spheroid_rx_9.197_rz_0.901,spheroid_rx_9.197_rz_0.901_NTheta_0,,,
spheroid_rx_3.612_rz_8.575,spheroid_rx_3.612_rz_8.575_NTheta_0,,,
spheroid_rx_9.211_rz_5.098,spheroid_rx_9.211_rz_5.098_NTheta_0,,,
spheroid_rx_3.3_rz_2.239,spheroid_rx_3.3_rz_2.239_NTheta_0,,,
spheroid_rx_5.295_rz_8.444,spheroid_rx_5.295_rz_8.444_NTheta_0,,,
spheroid_rx_1.419_rz_9.115,spheroid_rx_1.419_rz_9.115_NTheta_0,,,
spheroid_rx_5.255_rz_3.854,spheroid_rx_5.255_rz_3.854_NTheta_0,,,
spheroid_rx_2.639_rz_6.377,spheroid_rx_2.639_rz_6.377_NTheta_0,,,
spheroid_rx_9.052_rz_4.986,spheroid_rx_9.052_rz_4.986_NTheta_0,,,
spheroid_rx_2.313_rz_8.315,spheroid_rx_2.313_rz_8.315_NTheta_0,,,
spheroid_rx_0.695_rz_8.572,spheroid_rx_0.695_rz_8.572_NTheta_0,,,
spheroid_rx_5.6_rz_0.567,spheroid_rx_5.6_rz_0.567_NTheta_0,,,
spheroid_rx_9.635_rz_9.745,spheroid_rx_9.635_rz_9.745_NTheta_0,,,
spheroid_rx_3.299_rz_2.264,spheroid_rx_3.299_rz_2.264_NTheta_0,,,
spheroid_rx_5.808_rz_0.839,spheroid_rx_5.808_rz_0.839_NTheta_0,,,
spheroid_rx_1.329_rz_3.588,spheroid_rx_1.329_rz_3.588_NTheta_0,,,
spheroid_rx_1.269_rz_5.012,spheroid_rx_1.269_rz_5.012_NTheta_0,,,
spheroid_rx_0.096_rz_3.688,spheroid_rx_0.096_rz_3.688_NTheta_0,,,
spheroid_rx_5.432_rz_4.438,spheroid_rx_5.432_rz_4.438_NTheta_0,,,
spheroid_rx_0.29_rz_0.175,spheroid_rx_0.29_rz_0.175_NTheta_0,,,
spheroid_rx_6.183_rz_9.725,spheroid_rx_6.183_rz_9.725_NTheta_0,,,
spheroid_rx_8.158_rz_2.516,spheroid_rx_8.158_rz_2.516_NTheta_0,,,
spheroid_rx_2.431_rz_5.709,spheroid_rx_2.431_rz_5.709_NTheta_0,,,
spheroid_rx_9.559_rz_5.877,spheroid_rx_9.559_rz_5.877_NTheta_0,,,
spheroid_rx_5.471_rz_1.94,spheroid_rx_5.471_rz_1.94_NTheta_0,,,
spheroid_rx_0.044_rz_1.907,spheroid_rx_0.044_rz_1.907_NTheta_0,,,
spheroid_rx_9.112_rz_8.584,spheroid_rx_9.112_rz_8.584_NTheta_0,,,
spheroid_rx_0.436_rz_9.22,spheroid_rx_0.436_rz_9.22_NTheta_0,,,
spheroid_rx_9.233_rz_5.514,spheroid_rx_9.233_rz_5.514_NTheta_0,,,
spheroid_rx_6.784_rz_1.743,spheroid_rx_6.784_rz_1.743_NTheta_0,,,
spheroid_rx_4.65_rz_6.88,spheroid_rx_4.65_rz_6.88_NTheta_0,,,
spheroid_rx_9.866_rz_9.97,spheroid_rx_9.866_rz_9.97_NTheta_0,,,
spheroid_rx_7.831_rz_1.099,spheroid_rx_7.831_rz_1.099_NTheta_0,,,
spheroid_rx_8.665_rz_9.643,spheroid_rx_8.665_rz_9.643_NTheta_0,,,
spheroid_rx_8.326_rz_5.894,spheroid_rx_8.326_rz_5.894_NTheta_0,,,
spheroid_rx_2.62_rz_3.665,spheroid_rx_2.62_rz_3.665_NTheta_0,,,
spheroid_rx_5.207_rz_9.847,spheroid_rx_5.207_rz_9.847_NTheta_0,,,
spheroid_rx_1.302_rz_5.513,spheroid_rx_1.302_rz_5.513_NTheta_0,,,
spheroid_rx_3.846_rz_1.717,spheroid_rx_3.846_rz_1.717_NTheta_0,,,
spheroid_rx_7.897_rz_9.677,spheroid_rx_7.897_rz_9.677_NTheta_0,,,
spheroid_rx_1.348_rz_1.055,spheroid_rx_1.348_rz_1.055_NTheta_0,,,
spheroid_rx_9.992_rz_2.003,spheroid_rx_9.992_rz_2.003_NTheta_0,,,
spheroid_rx_9.011_rz_2.257,spheroid_rx_9.011_rz_2.257_NTheta_0,,,
spheroid_rx_9.514_rz_9.321,spheroid_rx_9.514_rz_9.321_NTheta_0,,,
spheroid_rx_5.809_rz_7.847,spheroid_rx_5.809_rz_7.847_NTheta_0,,,
spheroid_rx_4.251_rz_7.793,spheroid_rx_4.251_rz_7.793_NTheta_0,,,
spheroid_rx_8.888_rz_2.348,spheroid_rx_8.888_rz_2.348_NTheta_0,,,
spheroid_rx_6.77_rz_4.155,spheroid_rx_6.77_rz_4.155_NTheta_0,,,
spheroid_rx_8.573_rz_2.013,spheroid_rx_8.573_rz_2.013_NTheta_0,,,
spheroid_rx_8.413_rz_6.175,spheroid_rx_8.413_rz_6.175_NTheta_0,,,
spheroid_rx_7.993_rz_9.208,spheroid_rx_7.993_rz_9.208_NTheta_0,,,
spheroid_rx_8.927_rz_9.96,spheroid_rx_8.927_rz_9.96_NTheta_0,,,
spheroid_rx_8.696_rz_5.804,spheroid_rx_8.696_rz_5.804_NTheta_0,,,
spheroid_rx_4.347_rz_6.664,spheroid_rx_4.347_rz_6.664_NTheta_0,,,
spheroid_rx_5.343_rz_1.893,spheroid_rx_5.343_rz_1.893_NTheta_0,,,
spheroid_rx_2.489_rz_5.7,spheroid_rx_2.489_rz_5.7_NTheta_0,,,
spheroid_rx_0.689_rz_7.809,spheroid_rx_0.689_rz_7.809_NTheta_0,,,
spheroid_rx_4.368_rz_0.507,spheroid_rx_4.368_rz_0.507_NTheta_0,,,
spheroid_rx_5.796_rz_0.186,spheroid_rx_5.796_rz_0.186_NTheta_0,,,
spheroid_rx_6.168_rz_9.593,spheroid_rx_6.168_rz_9.593_NTheta_0,,,
spheroid_rx_5.137_rz_8.79,spheroid_rx_5.137_rz_8.79_NTheta_0,,,
spheroid_rx_4.102_rz_2.46,spheroid_rx_4.102_rz_2.46_NTheta_0,,,
spheroid_rx_7.159_rz_3.153,spheroid_rx_7.159_rz_3.153_NTheta_0,,,
spheroid_rx_4.264_rz_3.062,spheroid_rx_4.264_rz_3.062_NTheta_0,,,
spheroid_rx_0.031_rz_4.407,spheroid_rx_0.031_rz_4.407_NTheta_0,,,
spheroid_rx_2.555_rz_0.056,spheroid_rx_2.555_rz_0.056_NTheta_0,,,
spheroid_rx_4.225_rz_2.26,spheroid_rx_4.225_rz_2.26_NTheta_0,,,
spheroid_rx_6.224_rz_7.124,spheroid_rx_6.224_rz_7.124_NTheta_0,,,
spheroid_rx_2.275_rz_7.686,spheroid_rx_2.275_rz_7.686_NTheta_0,,,
spheroid_rx_3.601_rz_7.269,spheroid_rx_3.601_rz_7.269_NTheta_0,,,
spheroid_rx_4.267_rz_3.602,spheroid_rx_4.267_rz_3.602_NTheta_0,,,
spheroid_rx_4.965_rz_2.961,spheroid_rx_4.965_rz_2.961_NTheta_0,,,
spheroid_rx_0.602_rz_0.377,spheroid_rx_0.602_rz_0.377_NTheta_0,,,
spheroid_rx_0.413_rz_8.188,spheroid_rx_0.413_rz_8.188_NTheta_0,,,
spheroid_rx_0.092_rz_8.039,spheroid_rx_0.092_rz_8.039_NTheta_0,,,
spheroid_rx_2.882_rz_8.631,spheroid_rx_2.882_rz_8.631_NTheta_0,,,
spheroid_rx_4.855_rz_8.979,spheroid_rx_4.855_rz_8.979_NTheta_0,,,
spheroid_rx_6.258_rz_2.267,spheroid_rx_6.258_rz_2.267_NTheta_0,,,
spheroid_rx_3.331_rz_3.754,spheroid_rx_3.331_rz_3.754_NTheta_0,,,
spheroid_rx_5.395_rz_6.907,spheroid_rx_5.395_rz_6.907_NTheta_0,,,
spheroid_rx_4.684_rz_3.366,spheroid_rx_4.684_rz_3.366_NTheta_0,,,
spheroid_rx_4.154_rz_4.932,spheroid_rx_4.154_rz_4.932_NTheta_0,,,
spheroid_rx_3.777_rz_5.246,spheroid_rx_3.777_rz_5.246_NTheta_0,,,
spheroid_rx_6.813_rz_4.94,spheroid_rx_6.813_rz_4.94_NTheta_0,,,
spheroid_rx_4.648_rz_5.759,spheroid_rx_4.648_rz_5.759_NTheta_0,,,
spheroid_rx_3.203_rz_1.516,spheroid_rx_3.203_rz_1.516_NTheta_0,,,
spheroid_rx_9.356_rz_2.994,spheroid_rx_9.356_rz_2.994_NTheta_0,,,
spheroid_rx_1.895_rz_3.857,spheroid_rx_1.895_rz_3.857_NTheta_0,,,
spheroid_rx_2.36_rz_3.28,spheroid_rx_2.36_rz_3.28_NTheta_0,,,
spheroid_rx_0.583_rz_0.421,spheroid_rx_0.583_rz_0.421_NTheta_0,,,
spheroid_rx_6.814_rz_6.873,spheroid_rx_6.814_rz_6.873_NTheta_0,,,
spheroid_rx_5.035_rz_0.467,spheroid_rx_5.035_rz_0.467_NTheta_0,,,
spheroid_rx_0.693_rz_8.431,spheroid_rx_0.693_rz_8.431_NTheta_0,,,
spheroid_rx_3.506_rz_6.808,spheroid_rx_3.506_rz_6.808_NTheta_0,,,
spheroid_rx_6.221_rz_8.49,spheroid_rx_6.221_rz_8.49_NTheta_0,,,
spheroid_rx_7.047_rz_8.565,spheroid_rx_7.047_rz_8.565_NTheta_0,,,
spheroid_rx_8.539_rz_8.432,spheroid_rx_8.539_rz_8.432_NTheta_0,,,
spheroid_rx_2.428_rz_9.003,spheroid_rx_2.428_rz_9.003_NTheta_0,,,
spheroid_rx_9.501_rz_1.475,spheroid_rx_9.501_rz_1.475_NTheta_0,,,
spheroid_rx_1.166_rz_2.386,spheroid_rx_1.166_rz_2.386_NTheta_0,,,
spheroid_rx_0.897_rz_8.991,spheroid_rx_0.897_rz_8.991_NTheta_0,,,
spheroid_rx_8.515_rz_7.789,spheroid_rx_8.515_rz_7.789_NTheta_0,,,
spheroid_rx_4.833_rz_8.142,spheroid_rx_4.833_rz_8.142_NTheta_0,,,
spheroid_rx_4.493_rz_0.736,spheroid_rx_4.493_rz_0.736_NTheta_0,,,
spheroid_rx_5.389_rz_3.643,spheroid_rx_5.389_rz_3.643_NTheta_0,,,
spheroid_rx_4.521_rz_3.649,spheroid_rx_4.521_rz_3.649_NTheta_0,,,
spheroid_rx_0.616_rz_3.856,spheroid_rx_0.616_rz_3.856_NTheta_0,,,
spheroid_rx_6.888_rz_2.331,spheroid_rx_6.888_rz_2.331_NTheta_0,,,
spheroid_rx_8.993_rz_1.13,spheroid_rx_8.993_rz_1.13_NTheta_0,,,
spheroid_rx_4.148_rz_1.632,spheroid_rx_4.148_rz_1.632_NTheta_0,,,
spheroid_rx_8.974_rz_8.642,spheroid_rx_8.974_rz_8.642_NTheta_0,,,
spheroid_rx_6.305_rz_3.135,spheroid_rx_6.305_rz_3.135_NTheta_0,,,
spheroid_rx_7.945_rz_4.089,spheroid_rx_7.945_rz_4.089_NTheta_0,,,
spheroid_rx_9.982_rz_3.333,spheroid_rx_9.982_rz_3.333_NTheta_0,,,
spheroid_rx_2.698_rz_0.625,spheroid_rx_2.698_rz_0.625_NTheta_0,,,
spheroid_rx_9.469_rz_9.238,spheroid_rx_9.469_rz_9.238_NTheta_0,,,
spheroid_rx_6.219_rz_7.599,spheroid_rx_6.219_rz_7.599_NTheta_0,,,
spheroid_rx_5.118_rz_9.751,spheroid_rx_5.118_rz_9.751_NTheta_0,,,
spheroid_rx_2.611_rz_7.138,spheroid_rx_2.611_rz_7.138_NTheta_0,,,
