simulation_id,simulation_type,mesh_id,material_surr,material_particle,simulation_result_filepath,tolerance,start_times,end_times,RelOrient_id
vac__SiN_spheroid_rx_5.749_rz_8.682_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.749_rz_8.682_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.749_rz_8.682_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.571_rz_6.078_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.571_rz_6.078_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.571_rz_6.078_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.625_rz_0.393_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.625_rz_0.393_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.625_rz_0.393_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.839_rz_4.667_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.839_rz_4.667_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.839_rz_4.667_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.365_rz_3.837_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.365_rz_3.837_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.365_rz_3.837_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.87_rz_4.853_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.87_rz_4.853_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.87_rz_4.853_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.516_rz_7.153_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.516_rz_7.153_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.516_rz_7.153_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.766_rz_4.968_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.766_rz_4.968_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.766_rz_4.968_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_3.415_rz_4.503_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.415_rz_4.503_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_3.415_rz_4.503_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_1.907_rz_8.654_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_1.907_rz_8.654_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_1.907_rz_8.654_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_1.464_rz_0.566_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_1.464_rz_0.566_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_1.464_rz_0.566_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.737_rz_9.121_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.737_rz_9.121_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.737_rz_9.121_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.92_rz_4.808_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.92_rz_4.808_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.92_rz_4.808_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.67_rz_9.971_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.67_rz_9.971_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.67_rz_9.971_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.96_rz_6.093_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.96_rz_6.093_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.96_rz_6.093_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.148_rz_0.273_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.148_rz_0.273_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.148_rz_0.273_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.832_rz_8.423_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.832_rz_8.423_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.832_rz_8.423_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.5_rz_6.703_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.5_rz_6.703_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.5_rz_6.703_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.894_rz_1.898_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.894_rz_1.898_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.894_rz_1.898_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_3.241_rz_4.649_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.241_rz_4.649_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_3.241_rz_4.649_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.845_rz_9.829_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.845_rz_9.829_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.845_rz_9.829_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.98_rz_4.526_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.98_rz_4.526_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.98_rz_4.526_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.273_rz_2.513_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.273_rz_2.513_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.273_rz_2.513_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.637_rz_3.817_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.637_rz_3.817_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.637_rz_3.817_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.414_rz_4.72_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.414_rz_4.72_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.414_rz_4.72_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_8.299_rz_5.474_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.299_rz_5.474_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_8.299_rz_5.474_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.064_rz_1.89_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.064_rz_1.89_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.064_rz_1.89_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_3.222_rz_5.972_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.222_rz_5.972_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_3.222_rz_5.972_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.477_rz_2.373_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.477_rz_2.373_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.477_rz_2.373_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.713_rz_3.163_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.713_rz_3.163_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.713_rz_3.163_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_8.367_rz_3.521_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.367_rz_3.521_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_8.367_rz_3.521_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.159_rz_2.951_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.159_rz_2.951_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.159_rz_2.951_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_3.454_rz_6.456_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.454_rz_6.456_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_3.454_rz_6.456_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.335_rz_3.285_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.335_rz_3.285_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.335_rz_3.285_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.189_rz_3.843_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.189_rz_3.843_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.189_rz_3.843_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.958_rz_0.74_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.958_rz_0.74_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.958_rz_0.74_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.774_rz_8.127_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.774_rz_8.127_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.774_rz_8.127_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.317_rz_0.355_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.317_rz_0.355_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.317_rz_0.355_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.509_rz_7.984_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.509_rz_7.984_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.509_rz_7.984_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.6_rz_0.95_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.6_rz_0.95_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.6_rz_0.95_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_1.6_rz_8.124_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_1.6_rz_8.124_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_1.6_rz_8.124_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.277_rz_7.35_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.277_rz_7.35_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.277_rz_7.35_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.437_rz_8.204_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.437_rz_8.204_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.437_rz_8.204_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.539_rz_9.461_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.539_rz_9.461_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.539_rz_9.461_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.494_rz_0.876_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.494_rz_0.876_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.494_rz_0.876_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.428_rz_9.367_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.428_rz_9.367_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.428_rz_9.367_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_3.964_rz_9.811_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.964_rz_9.811_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_3.964_rz_9.811_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.846_rz_1.354_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.846_rz_1.354_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.846_rz_1.354_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.685_rz_3.791_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.685_rz_3.791_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.685_rz_3.791_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.15_rz_8.607_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.15_rz_8.607_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.15_rz_8.607_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.131_rz_8.196_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.131_rz_8.196_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.131_rz_8.196_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.727_rz_2.887_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.727_rz_2.887_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.727_rz_2.887_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.959_rz_6.913_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.959_rz_6.913_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.959_rz_6.913_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.67_rz_4.439_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.67_rz_4.439_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.67_rz_4.439_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.168_rz_2.113_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.168_rz_2.113_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.168_rz_2.113_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.197_rz_1.557_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.197_rz_1.557_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.197_rz_1.557_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.785_rz_2.963_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.785_rz_2.963_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.785_rz_2.963_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.102_rz_7.11_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.102_rz_7.11_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.102_rz_7.11_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.031_rz_3.165_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.031_rz_3.165_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.031_rz_3.165_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_1.235_rz_9.968_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_1.235_rz_9.968_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_1.235_rz_9.968_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.28_rz_7.389_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.28_rz_7.389_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.28_rz_7.389_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
